tag,filename,origin-type,origin-url,license,author-username,notes-process,notes
okbr-oficial,topic4886-app1-bk2017-04-04-afterEdits.epub,GDoc,https://docs.google.com/document/d/1uWqMN6gifYCTBlDsSOHcz58nlmz3uc-7FssHvAklbvY/edit#,cc-by,(coletivo),"responsável, Conselho e Ariel",Tópico 4886 do DiscussOKBR. Salvo como EPUB uma hora e meia após término da reunião.
